work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,company_location,company_size
2,2,2,141,217749,84,77,1
2,3,2,141,209000,84,77,1
2,3,2,141,152000,84,77,1
2,2,2,141,105500,84,77,1
2,2,2,141,39600,84,77,1
2,2,2,141,130000,84,77,1
2,2,2,141,90000,84,77,1
2,2,2,141,80000,21,20,1
2,2,2,141,76980,21,20,1
2,2,2,141,80000,84,77,1
2,2,2,141,76980,84,77,1
2,3,2,266,294000,84,77,1
2,3,2,266,137600,84,77,1
2,2,2,253,163000,84,77,1
2,2,2,253,77000,84,77,1
2,2,2,38,175000,84,77,1
2,2,2,38,160000,84,77,1
2,2,2,241,205500,84,77,1
2,2,2,241,136300,84,77,1
2,3,2,168,250200,84,77,1
2,3,2,168,117200,84,77,1
2,2,2,81,125000,84,77,1
2,2,2,81,85000,84,77,1
2,3,2,266,199000,84,77,1
2,3,2,266,136038,84,77,1
2,3,2,24,196000,84,77,1
2,3,2,24,132000,84,77,1
2,3,2,24,118900,84,77,1
2,3,2,24,79700,84,77,1
2,3,2,168,278000,84,77,1
2,3,2,265,312200,84,77,1
2,3,2,265,175800,84,77,1
2,2,2,38,80000,21,20,1
2,2,2,38,76980,21,20,1
2,3,2,168,216200,84,77,1
2,3,2,168,102900,84,77,1
2,3,2,266,200200,84,77,1
2,3,2,266,175000,84,77,1
2,3,2,97,220000,84,77,1
2,3,2,97,96600,84,77,1
2,0,2,97,172000,84,77,1
2,0,2,97,75600,84,77,1
2,3,2,97,277000,84,77,1
2,3,2,97,173000,84,77,1
2,2,2,97,137000,84,77,1
2,2,2,97,60400,84,77,1
2,3,2,97,190000,84,77,1
2,3,2,97,95000,84,77,1
2,3,2,141,216000,84,77,1
2,3,2,141,144000,84,77,1
2,2,2,211,135000,84,77,1
2,2,2,211,110000,84,77,1
2,3,2,121,220000,84,77,1
2,3,2,121,96600,84,77,1
2,2,2,228,100000,12,11,1
2,2,2,228,92307,12,11,1
2,1,2,266,223000,84,77,1
2,2,2,141,142300,84,77,1
2,2,2,141,94900,84,77,1
2,2,2,141,276000,84,77,1
2,2,2,141,148000,84,77,1
2,0,2,141,173040,84,77,1
2,0,2,141,86520,84,77,1
2,2,2,141,172000,84,77,1
2,2,2,141,75600,84,77,1
2,3,2,141,149000,84,77,1
2,3,2,141,115000,84,77,1
2,3,2,168,180000,84,77,1
2,3,2,84,145000,84,77,1
2,3,2,84,125000,84,77,1
2,0,2,84,96000,84,77,1
2,0,2,84,47000,84,77,1
2,2,2,194,206690,84,77,1
2,2,2,194,119800,84,77,1
2,0,2,194,219100,84,77,1
2,0,2,194,118500,84,77,1
2,3,2,266,180000,84,77,1
2,3,2,211,310000,84,77,1
2,3,2,211,194000,84,77,1
2,3,2,56,145000,84,77,1
2,3,2,56,125000,84,77,1
2,2,2,266,185495,84,77,1
2,2,2,266,178360,84,77,1
2,0,2,168,96000,84,77,1
2,0,2,168,64000,84,77,1
2,3,2,266,276000,84,77,1
2,3,2,266,148000,84,77,1
2,3,2,266,180000,84,77,1
2,3,2,266,276000,84,77,1
2,3,2,266,148000,84,77,1
2,3,2,168,229000,84,77,1
2,3,2,168,107000,84,77,1
2,3,2,211,250000,75,70,1
2,3,2,211,110000,75,70,1
2,3,2,168,180000,84,77,1
2,3,2,141,123300,84,77,1
2,3,2,141,104800,84,77,1
2,3,2,194,297000,84,77,1
2,3,2,194,168300,84,77,1
2,1,2,163,173100,84,77,1
2,1,2,163,173100,84,77,1
2,2,2,97,205600,84,77,0
2,2,2,97,118900,84,77,0
2,3,2,35,260000,84,77,0
2,3,2,35,150400,84,77,0
2,0,2,84,88888,30,28,1
2,0,2,84,66666,30,28,1
2,3,2,266,200000,12,11,1
2,3,2,266,180000,12,11,1
2,3,2,266,194688,84,77,1
2,3,2,266,118976,84,77,1
2,2,2,141,220000,84,77,1
2,2,2,141,160000,84,77,1
2,3,2,141,154000,84,77,1
2,3,2,141,98155,84,77,1
2,2,2,141,123000,84,77,1
2,2,2,141,100000,84,77,1
2,2,2,141,123000,84,77,1
2,2,2,141,100000,84,77,1
2,3,2,241,194000,84,77,1
2,3,2,241,109500,84,77,1
2,3,2,241,204200,84,77,1
2,3,2,241,115400,84,77,1
2,3,2,97,240000,84,77,1
2,3,2,97,200000,84,77,1
2,2,2,97,190000,84,77,1
2,2,2,97,150000,84,77,1
2,2,2,97,90000,84,77,1
2,2,2,97,90000,84,77,1
2,3,2,97,149600,84,77,1
2,3,2,97,119680,84,77,1
2,3,2,97,149600,84,77,1
2,3,2,97,119680,84,77,1
2,3,2,97,149600,84,77,1
2,3,2,97,119680,84,77,1
2,3,2,97,149600,84,77,1
2,3,2,97,119680,84,77,1
2,3,2,97,140000,84,77,1
2,3,2,97,120000,84,77,1
2,3,2,223,255600,84,77,1
2,3,2,223,170400,84,77,1
2,2,2,241,229900,84,77,1
2,2,2,241,164200,84,77,1
2,3,2,26,180000,84,77,1
2,3,2,26,130000,84,77,1
2,3,2,26,160000,84,77,1
2,3,2,26,132600,84,77,1
2,3,2,194,259000,84,77,1
2,3,2,194,204000,84,77,1
2,2,2,266,225600,84,77,1
2,2,2,266,160000,84,77,1
2,3,2,84,142166,84,77,1
2,3,2,84,88854,84,77,1
2,0,2,84,190000,84,77,1
2,0,2,84,150000,84,77,1
2,3,2,84,180000,84,77,1
2,3,2,84,160000,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,3,2,84,192500,84,77,1
2,3,2,84,122500,84,77,1
2,0,2,84,92000,12,11,1
2,0,2,84,62000,12,11,1
2,2,2,84,90000,84,77,1
2,2,2,84,70000,84,77,1
2,2,2,84,104000,84,77,1
2,2,2,84,75000,84,77,1
2,3,2,4,275000,84,77,1
2,3,2,4,225000,84,77,1
2,0,2,106,100000,84,77,1
2,0,2,106,80000,84,77,1
2,2,2,105,195000,84,77,1
2,2,2,105,130000,84,77,1
2,1,2,168,337000,84,77,1
2,1,2,168,240000,84,77,1
2,2,2,254,260570,84,77,1
2,2,2,254,167030,84,77,1
2,3,2,211,157000,84,77,1
2,3,2,211,106350,84,77,1
2,3,2,266,205000,84,77,1
2,3,2,266,139400,84,77,1
2,3,2,266,210000,84,77,1
2,3,2,266,147000,84,77,1
2,3,2,168,295000,84,77,1
2,2,2,168,169400,84,77,1
2,2,2,168,123200,84,77,1
2,2,2,168,180000,84,77,1
2,2,2,168,120000,84,77,1
2,2,2,266,131000,12,11,1
2,2,2,266,102000,12,11,1
2,2,2,266,131000,12,11,1
2,2,2,266,102000,12,11,1
2,3,2,266,245000,84,77,1
2,2,2,266,145000,84,77,1
2,2,2,266,100000,84,77,1
2,2,2,266,145000,84,77,1
2,2,2,266,100000,84,77,1
2,3,2,266,250000,84,77,1
2,3,2,266,140000,84,77,1
2,3,2,168,234520,84,77,1
2,3,2,168,170560,84,77,1
2,3,2,168,272000,84,77,1
2,3,2,168,170000,84,77,1
2,3,2,168,252000,84,77,1
2,3,2,168,168000,84,77,1
2,2,2,266,230000,84,77,1
2,2,2,266,200000,84,77,1
2,3,2,24,146200,84,77,1
2,3,2,24,97400,84,77,1
2,3,2,266,170000,84,77,1
2,3,2,266,170000,84,77,1
2,3,2,211,226800,84,77,1
2,3,2,211,129200,84,77,1
2,3,2,211,226800,84,77,1
2,3,2,211,129200,84,77,1
2,3,2,168,225000,84,77,1
2,3,2,168,200000,84,77,1
2,3,2,181,280000,84,77,1
2,3,2,181,260000,84,77,1
2,3,2,211,152375,84,77,1
2,3,2,211,94000,84,77,1
2,3,2,24,149000,84,77,1
0,3,2,120,82477,65,61,1
2,2,2,194,170000,84,77,1
2,2,2,194,84000,84,77,1
2,3,2,84,117200,84,77,1
2,3,2,84,70200,84,77,1
2,3,2,84,138000,84,77,1
2,3,2,84,86000,84,77,1
2,3,2,84,136000,84,77,1
2,3,2,84,116000,84,77,1
2,1,2,84,132500,84,77,1
2,1,2,84,80000,84,77,1
2,0,2,84,86000,84,77,1
2,0,2,84,55000,84,77,1
2,3,2,97,227800,84,77,1
2,3,2,97,138100,84,77,1
2,3,2,97,200875,84,77,1
2,3,2,97,120525,84,77,1
2,3,2,94,234000,84,77,1
2,3,2,94,146000,84,77,1
2,3,2,35,199500,84,77,1
2,3,2,35,97400,84,77,1
2,2,2,141,115000,12,11,1
2,2,2,141,90000,12,11,1
2,2,2,141,115000,12,11,1
2,2,2,141,90000,12,11,1
2,2,2,141,172200,84,77,1
2,2,2,141,101300,84,77,1
2,2,2,160,140100,84,77,1
2,2,2,160,82400,84,77,1
2,2,2,266,172200,84,77,1
2,2,2,266,101300,84,77,1
2,2,2,38,180000,84,77,1
2,2,2,38,115000,84,77,1
2,2,2,61,192300,84,77,1
2,2,2,61,120200,84,77,1
2,0,2,38,82000,84,77,1
2,0,2,38,56000,84,77,1
2,2,3,168,166000,84,77,1
2,2,3,168,104000,84,77,1
2,3,2,211,200400,84,77,1
2,2,2,194,212800,84,77,1
2,2,2,194,116600,84,77,1
2,2,2,194,333000,84,77,1
2,2,2,194,189000,84,77,1
2,3,2,194,312200,84,77,1
2,3,2,194,175800,84,77,1
2,3,2,194,215000,84,77,1
2,3,2,194,105000,84,77,1
2,2,2,194,171000,84,77,1
2,2,2,194,97000,84,77,1
2,3,2,194,312200,84,77,1
2,3,2,194,175800,84,77,1
2,3,2,266,132600,84,77,1
2,3,2,266,132600,84,77,1
2,2,2,253,173000,84,77,1
2,2,2,253,112500,84,77,1
2,3,2,94,130920,84,77,1
2,3,2,94,87280,84,77,1
2,3,2,90,239300,84,77,1
2,0,2,84,82000,84,77,1
2,0,2,84,37000,84,77,1
2,2,2,84,183000,84,77,1
2,2,2,84,83400,84,77,1
2,0,2,84,90900,84,77,1
2,0,2,84,58500,84,77,1
2,3,2,84,174200,84,77,1
2,3,2,84,103000,84,77,1
2,3,2,84,120000,84,77,1
2,3,2,84,80000,84,77,1
2,0,2,84,150000,84,77,1
2,0,2,84,130000,84,77,1
2,2,2,254,251000,84,77,1
2,2,2,254,177000,84,77,1
2,2,2,131,232223,84,77,1
2,2,2,131,211536,84,77,1
2,3,2,97,176100,84,77,1
2,3,2,97,110200,84,77,1
2,2,2,97,173040,84,77,1
2,2,2,97,79310,84,77,1
2,2,2,97,120800,84,77,1
2,2,2,97,63600,84,77,1
2,3,2,97,234400,84,77,1
2,3,2,97,141100,84,77,1
2,3,2,97,160000,84,77,1
2,3,2,97,90000,84,77,1
2,3,2,211,207000,84,77,1
2,3,2,211,139000,84,77,1
2,0,2,266,174600,84,77,1
2,0,2,266,81900,84,77,1
2,2,2,266,200000,84,77,1
2,2,2,266,96000,84,77,1
2,3,2,141,305000,84,77,1
2,3,2,141,214000,84,77,1
2,2,2,168,220900,84,77,1
2,2,2,168,122200,84,77,1
2,2,2,211,241600,84,77,1
2,2,2,211,164500,84,77,1
2,2,2,168,105000,31,29,1
2,2,2,168,95000,31,29,1
2,2,2,266,208000,84,77,1
2,2,2,266,147000,84,77,1
2,3,2,211,200400,84,77,1
2,2,2,276,178000,84,77,1
2,2,2,276,122000,84,77,1
2,3,2,168,200000,84,77,1
2,3,2,168,129000,84,77,1
2,3,2,141,222480,84,77,1
2,3,2,141,111240,84,77,1
2,2,2,38,108000,84,77,1
2,2,2,38,86400,84,77,1
2,2,2,254,173000,84,77,1
2,2,2,254,112500,84,77,1
2,3,2,266,314400,84,77,1
2,3,2,266,161600,84,77,1
2,2,2,241,165400,84,77,1
2,2,2,241,112600,84,77,1
2,3,2,241,219200,84,77,1
2,3,2,241,149300,84,77,1
2,3,2,81,105711,84,77,1
2,3,2,81,105711,84,77,1
2,2,2,266,151800,84,77,1
2,2,2,266,112200,84,77,1
2,2,2,266,128000,84,77,1
2,2,2,266,64000,84,77,1
2,3,2,97,184000,84,77,1
2,3,2,97,115000,84,77,1
2,3,2,97,250000,84,77,1
2,3,2,97,110000,84,77,1
2,2,2,97,185400,84,77,1
2,2,2,97,92100,84,77,1
2,3,2,35,281700,84,77,1
2,3,2,35,137900,84,77,1
2,2,2,141,220000,84,77,1
2,2,2,141,96600,84,77,1
2,0,2,141,173040,84,77,1
2,0,2,141,86520,84,77,1
2,0,3,141,137000,84,77,1
2,0,3,141,60300,84,77,1
2,2,2,141,172000,84,77,1
2,2,2,141,75600,84,77,1
2,0,2,24,104235,84,77,1
2,0,2,24,63450,84,77,1
2,2,2,194,152400,84,77,1
2,2,2,194,85700,84,77,1
2,3,2,266,137100,84,77,1
2,3,2,211,287500,84,77,1
2,3,2,211,148000,84,77,1
2,3,2,211,313700,84,77,1
2,3,2,211,196400,84,77,1
2,3,2,24,190000,84,77,1
2,3,2,24,150000,84,77,1
2,0,2,84,70000,84,77,1
2,0,2,84,60000,84,77,1
2,0,2,84,144600,84,77,1
2,0,2,84,77800,84,77,1
2,0,2,84,137000,84,77,1
2,0,2,84,60400,84,77,1
2,0,2,84,172000,84,77,1
2,0,2,84,75600,84,77,1
2,0,2,113,137000,84,77,1
2,0,2,113,60400,84,77,1
2,3,2,223,193000,84,77,1
2,3,2,223,84600,84,77,1
2,3,2,266,276000,84,77,1
2,3,2,266,148000,84,77,1
2,3,2,211,225500,84,77,1
2,3,2,211,150300,84,77,1
2,3,2,265,234200,84,77,1
2,3,2,265,124000,84,77,1
2,0,2,24,106000,84,77,1
2,0,2,24,51600,84,77,1
2,2,2,24,106000,84,77,1
2,2,2,24,51600,84,77,1
2,3,2,168,85810,84,77,1
2,3,2,168,70190,84,77,1
2,2,2,35,222200,84,77,0
2,2,2,35,136000,84,77,0
2,3,2,35,260000,84,77,0
2,3,2,35,150400,84,77,0
2,3,2,94,145000,84,77,1
2,3,2,94,140000,84,77,1
2,3,2,94,160000,84,77,1
2,3,2,94,120000,84,77,1
2,3,2,141,145000,84,77,1
2,3,2,141,140000,84,77,1
2,2,2,141,125500,84,77,1
2,2,2,141,125500,84,77,1
2,2,2,211,320000,84,77,1
2,2,2,211,300000,84,77,1
2,3,2,84,170000,84,77,1
2,3,2,84,130000,84,77,1
2,3,2,84,230000,84,77,1
2,3,2,84,160000,84,77,1
2,3,2,84,184000,12,11,1
2,0,2,84,109250,84,77,1
2,0,2,84,87400,84,77,1
2,0,2,84,83500,84,77,1
2,0,2,84,80000,84,77,1
2,0,2,84,69000,84,77,1
2,0,2,84,67000,84,77,1
2,3,2,84,155000,84,77,1
2,3,2,84,120000,84,77,1
2,2,2,84,90000,84,77,1
2,2,2,84,70000,84,77,1
2,2,2,84,90000,84,77,1
2,2,2,84,70000,84,77,1
2,3,2,141,270000,84,77,1
2,3,2,141,230000,84,77,1
2,3,2,141,210000,84,77,1
2,3,2,141,170000,84,77,1
2,3,2,141,209748,84,77,1
2,3,2,141,159832,84,77,1
2,3,2,141,210800,84,77,1
2,3,2,141,167200,84,77,1
2,3,2,141,210000,84,77,1
2,3,2,141,170000,84,77,1
2,3,2,266,267100,84,77,1
2,3,2,266,190800,84,77,1
2,3,2,56,96000,12,11,1
2,3,2,56,58000,12,11,1
2,3,2,26,184000,12,11,1
2,2,2,133,65000,84,77,1
2,2,2,133,55000,84,77,1
2,2,2,139,75000,31,29,1
2,2,2,139,50000,31,29,1
2,3,2,194,168800,84,77,1
2,3,2,194,135000,84,77,1
2,3,2,266,234520,84,77,1
2,3,2,266,170560,84,77,1
2,3,2,254,286000,31,29,1
2,3,2,254,175000,31,29,1
2,3,2,194,190000,84,77,1
2,3,2,194,130000,84,77,1
2,3,2,94,160000,84,77,1
2,3,2,94,140000,84,77,1
2,3,2,266,210000,84,77,1
2,3,2,266,171000,84,77,1
2,3,2,168,88031,84,77,1
2,3,2,168,60296,84,77,1
2,3,2,44,110400,84,77,1
2,3,2,44,68000,84,77,1
2,3,2,97,169400,84,77,1
2,3,2,97,123200,84,77,1
2,3,2,97,225000,84,77,1
2,3,2,97,150000,84,77,1
2,3,2,266,218900,84,77,1
2,3,2,266,157590,84,77,1
2,3,2,24,190220,84,77,1
2,3,2,24,155635,84,77,1
2,3,2,211,150000,84,77,1
2,3,2,211,120000,84,77,1
2,3,2,266,180000,84,77,1
2,3,2,266,144000,84,77,1
2,0,2,24,92000,84,77,1
2,0,2,24,60000,84,77,1
2,3,2,270,175000,84,77,1
2,3,2,270,135000,84,77,1
2,3,2,24,150000,84,77,1
2,3,2,24,85000,84,77,1
2,3,2,24,150000,84,77,1
2,3,2,24,85000,84,77,1
2,3,2,24,150000,84,77,1
2,3,2,24,85000,84,77,1
2,3,2,24,150000,84,77,1
2,3,2,24,85000,84,77,1
2,3,2,24,150000,84,77,1
2,3,2,24,85000,84,77,1
2,3,2,24,150000,84,77,1
2,3,2,24,85000,84,77,1
2,3,2,266,256600,84,77,1
2,3,2,266,183300,84,77,1
2,3,2,24,126500,84,77,1
2,3,2,24,78000,84,77,1
2,2,2,249,112500,31,29,1
2,2,2,249,75000,31,29,1
2,3,2,24,150000,84,77,1
2,3,2,24,85000,84,77,1
2,3,2,24,150000,84,77,1
2,3,2,24,85000,84,77,1
2,3,2,266,213150,84,77,1
2,3,2,266,140230,84,77,1
2,3,2,266,212000,84,77,1
2,2,2,266,200000,84,77,1
2,2,2,266,158000,84,77,1
2,3,2,266,196900,84,77,1
2,3,2,266,143200,84,77,1
2,3,2,266,234520,84,77,1
2,3,2,266,170560,84,77,1
2,3,2,276,282000,84,77,1
2,3,2,276,170000,84,77,1
2,3,2,266,225000,84,77,1
2,3,2,266,175000,84,77,1
2,3,2,266,259000,84,77,1
2,3,2,266,200000,84,77,1
2,3,2,211,195000,84,77,1
2,3,2,211,156000,84,77,1
2,3,2,194,297000,84,77,1
2,3,2,194,168300,84,77,1
2,3,2,268,172500,84,77,1
2,3,2,268,165000,84,77,1
2,3,2,267,175000,84,77,1
2,3,2,267,160000,84,77,1
2,3,2,266,175000,84,77,1
2,3,2,266,150000,84,77,1
2,3,2,266,148122,84,77,1
2,3,2,266,103685,84,77,1
2,3,2,266,175000,84,77,1
2,3,2,266,150000,84,77,1
2,3,2,266,175000,84,77,1
2,3,2,266,150000,84,77,1
2,3,2,168,260000,84,77,1
2,3,2,168,180000,84,77,1
2,3,2,254,295000,84,77,1
2,2,2,211,160000,84,77,1
2,2,2,211,132000,84,77,1
2,3,2,276,180000,84,77,1
2,3,2,276,110000,84,77,1
2,3,2,266,200000,84,77,1
2,3,2,266,140000,84,77,1
2,2,2,168,135000,84,77,1
2,2,2,168,100000,84,77,1
2,2,2,53,37333,34,32,0
2,3,2,194,224000,84,77,1
2,3,2,194,305700,84,77,1
2,3,2,194,190300,84,77,1
2,0,2,141,190000,84,77,1
2,0,2,141,128250,84,77,1
2,3,2,141,190950,84,77,1
2,3,2,141,233400,84,77,1
2,3,2,141,145300,84,77,1
2,3,2,141,268400,84,77,1
2,3,2,141,167100,84,77,1
2,2,2,84,180000,84,77,1
2,2,2,84,96000,84,77,1
2,3,2,97,235400,84,77,1
2,3,2,97,209720,84,77,1
2,2,2,223,135000,84,77,1
2,2,2,223,58500,84,77,1
2,2,2,223,152500,84,77,1
2,2,2,223,66500,84,77,1
2,2,2,266,194000,84,77,1
2,1,2,168,230000,84,77,1
2,1,2,168,155000,84,77,1
2,2,2,266,158200,84,77,1
2,2,2,266,118000,84,77,1
2,3,2,211,293800,84,77,1
2,3,2,211,165500,84,77,1
2,0,2,35,166000,84,77,1
2,0,2,35,104000,84,77,1
2,0,2,35,166000,84,77,1
2,0,2,35,104000,84,77,1
2,0,2,35,166000,84,77,1
2,0,2,35,104000,84,77,1
2,0,2,35,166000,84,77,1
2,0,2,35,104000,84,77,1
2,0,2,35,166000,84,77,1
2,0,2,35,104000,84,77,1
2,3,2,84,150000,12,11,1
2,3,2,84,100000,12,11,1
2,2,2,97,237500,84,77,1
2,2,2,97,137750,84,77,1
2,2,2,194,237500,84,77,1
2,2,2,194,137750,84,77,1
2,2,2,194,337250,84,77,1
2,2,2,194,184300,84,77,1
2,2,2,194,145000,84,77,1
2,2,2,141,316000,84,77,1
2,2,2,141,129000,84,77,1
2,3,2,266,200000,84,77,1
2,3,2,266,96000,84,77,1
2,2,2,265,266000,84,77,1
2,2,2,265,150400,84,77,1
2,3,2,168,272000,84,77,1
2,3,2,160,218500,84,77,1
2,3,2,160,108000,84,77,1
2,3,2,194,62222,4,5,1
2,3,2,194,62222,4,5,1
2,3,2,141,257600,84,77,1
2,3,2,141,146000,84,77,1
2,3,2,168,258750,84,77,1
2,3,2,168,128000,84,77,1
2,2,2,97,163000,84,77,1
2,2,2,97,94500,84,77,1
2,0,2,97,78000,84,77,1
2,0,2,97,66000,84,77,1
2,3,2,168,275000,84,77,1
2,3,2,168,175000,84,77,1
2,3,2,269,239000,84,77,0
2,3,2,269,138200,84,77,0
2,3,2,276,135000,84,77,1
2,3,2,276,105000,84,77,1
2,2,2,141,212800,84,77,0
2,2,2,141,125500,84,77,0
2,3,2,81,180000,84,77,1
2,3,2,81,100000,84,77,1
2,3,2,260,247600,84,77,0
2,3,2,260,143300,84,77,0
2,2,2,211,179500,84,77,0
2,2,2,211,85900,84,77,0
2,2,2,211,286000,84,77,0
2,2,2,211,165500,84,77,0
2,2,2,254,212800,84,77,0
2,2,2,254,136000,84,77,0
2,3,2,168,247600,84,77,0
2,3,2,168,143300,84,77,0
2,3,2,169,146153,12,11,1
2,3,2,169,134615,12,11,1
2,3,2,266,161538,12,11,1
2,3,2,266,138461,12,11,1
2,2,2,97,200000,84,77,1
2,2,2,97,150000,84,77,1
2,2,2,97,120000,84,77,1
2,2,2,97,90500,84,77,1
2,3,2,97,201500,84,77,1
2,3,2,97,183000,84,77,1
2,3,2,97,201600,84,77,1
2,3,2,97,134400,84,77,1
2,3,2,81,180000,84,77,1
2,3,2,81,100000,84,77,1
2,3,2,81,180000,84,77,1
2,3,2,81,100000,84,77,1
2,3,2,26,140000,84,77,1
2,3,2,26,120000,84,77,1
2,3,2,26,155000,84,77,1
2,3,2,26,140000,84,77,1
2,3,2,269,145000,84,77,1
2,3,2,269,135000,84,77,1
2,3,2,38,113000,12,11,1
2,3,2,38,75000,12,11,1
2,0,2,84,159870,84,77,1
2,0,2,84,135510,84,77,1
2,0,2,84,145000,84,77,1
2,0,2,84,120000,84,77,1
2,3,2,84,136500,84,77,1
2,3,2,84,92800,84,77,1
2,2,2,84,150000,84,77,1
2,2,2,84,120000,84,77,1
2,3,2,84,140000,84,77,1
2,3,2,84,80000,84,77,1
2,0,2,84,100000,84,77,1
2,0,2,84,70000,84,77,1
2,3,2,169,215000,84,77,1
2,3,2,169,154000,84,77,1
2,3,2,141,201000,84,77,1
2,3,2,141,183000,84,77,1
2,2,2,211,120000,84,77,1
2,2,2,211,100000,84,77,1
2,3,2,141,240000,30,28,1
2,3,2,141,187000,30,28,1
2,3,2,64,173689,84,77,1
2,3,2,64,105267,84,77,1
2,0,2,253,160000,84,77,1
2,0,2,253,150000,84,77,1
2,0,2,253,160000,84,77,1
2,0,2,253,150000,84,77,1
2,3,2,253,207750,84,77,1
2,3,2,253,151200,84,77,1
2,3,2,194,270000,84,77,1
2,3,2,194,212000,84,77,1
2,3,2,194,270000,84,77,1
2,3,2,194,212000,84,77,1
2,3,2,194,315000,84,77,1
2,3,2,194,252000,84,77,1
2,3,2,194,232300,84,77,1
2,3,2,194,171700,84,77,1
2,3,2,194,283800,84,77,1
2,3,2,194,232200,84,77,1
2,3,2,211,239000,84,77,1
2,3,2,211,159000,84,77,1
2,2,2,144,66300,84,77,1
2,2,2,144,37500,84,77,1
2,2,2,119,75000,84,77,1
2,2,2,119,67000,84,77,1
2,3,2,141,230000,84,77,1
2,3,2,141,153000,84,77,1
2,3,2,141,190000,84,77,1
2,3,2,141,136000,84,77,1
2,2,2,141,100000,84,77,1
2,2,2,141,100000,84,77,1
2,2,2,141,212780,84,77,1
2,2,2,141,178660,84,77,1
2,2,2,141,107766,84,77,1
2,2,2,141,107766,84,77,1
2,3,2,181,195000,84,77,1
2,3,2,181,165000,84,77,1
2,2,2,266,220000,84,77,1
2,2,2,266,155000,84,77,1
2,3,2,266,243000,84,77,1
2,3,2,266,192000,84,77,1
2,3,2,266,215000,84,77,1
2,3,2,266,172000,84,77,1
2,3,2,266,215000,84,77,1
2,3,2,266,172000,84,77,1
2,2,2,211,215000,84,77,1
2,2,2,211,102000,84,77,1
2,3,2,241,254024,84,77,1
2,3,2,241,123470,84,77,1
2,0,2,168,98592,84,77,1
2,0,2,168,68640,84,77,1
2,2,2,38,150000,84,77,1
2,2,2,168,126880,84,77,1
2,2,2,168,76960,84,77,1
2,2,2,168,130000,84,77,1
2,2,2,168,95000,84,77,1
2,2,2,38,129150,84,77,1
2,2,2,38,98400,84,77,1
2,3,2,270,235000,84,77,1
2,3,2,270,110000,84,77,1
2,3,2,266,234520,84,77,1
2,3,2,266,170560,84,77,1
2,3,2,266,234520,84,77,1
2,3,2,266,170560,84,77,1
2,2,2,211,180000,84,77,1
2,2,2,211,120000,84,77,1
2,2,2,211,180000,84,77,1
2,2,2,211,120000,84,77,1
2,3,2,24,145000,84,77,1
2,3,2,24,108445,84,77,1
2,3,2,24,170000,84,77,1
2,3,2,24,130000,84,77,1
2,2,2,211,140000,84,77,1
2,2,2,211,110000,84,77,1
2,3,2,266,211500,12,11,1
2,3,2,266,211500,12,11,1
2,3,2,266,249000,84,77,1
2,3,2,266,211650,84,77,1
2,3,2,266,220000,84,77,1
2,3,2,266,136000,84,77,1
2,2,2,266,192000,84,77,1
2,2,2,266,160000,84,77,1
2,2,2,79,88444,21,20,1
2,2,2,79,61666,21,20,1
2,3,2,18,273675,84,77,1
2,3,2,18,165825,84,77,1
2,3,2,168,142900,84,77,1
2,3,2,18,145300,84,77,1
2,3,2,18,72700,84,77,1
2,3,2,141,185000,84,77,1
2,3,2,141,100000,84,77,1
2,3,2,141,312867,84,77,1
2,3,2,141,183581,84,77,1
2,3,2,211,227200,84,77,1
2,3,2,211,199100,84,77,1
2,3,2,266,276000,84,77,1
2,3,2,266,148000,84,77,1
2,3,2,169,300000,84,77,1
2,3,2,169,222000,84,77,1
2,3,2,141,230000,84,77,1
2,3,2,141,165000,84,77,1
2,2,2,253,295000,84,77,1
2,3,2,266,315000,84,77,1
2,3,2,266,250000,84,77,1
2,2,2,266,65000,84,77,1
2,0,2,252,43750,31,29,0
2,3,2,112,130666,58,54,1
2,3,2,112,86666,58,54,1
2,3,2,24,91500,84,77,1
2,3,2,24,70000,84,77,1
2,2,2,211,110000,84,77,1
2,2,2,211,81500,84,77,1
2,3,2,84,96600,84,77,1
2,3,2,84,55200,84,77,1
2,3,2,84,99200,84,77,1
2,3,2,84,69400,84,77,1
2,3,2,84,99200,84,77,1
2,3,2,84,69400,84,77,1
2,3,2,97,250700,84,77,1
2,3,2,97,151900,84,77,1
2,3,2,97,160000,84,77,1
2,3,2,97,140000,84,77,1
2,3,2,97,162225,84,77,1
2,3,2,97,103800,84,77,1
2,3,2,97,146005,84,77,1
2,3,2,97,93420,84,77,1
2,3,2,97,198600,84,77,1
2,3,2,97,105800,84,77,1
2,1,2,97,265080,84,77,1
2,1,2,97,176720,84,77,1
2,3,2,97,296300,84,77,1
